id,title,desc
10719,Boku wa Tomodachi ga Sukunai,"Every teenager has undergone the awkwardness of high school. Making new friends and trying to fit in. It's hard enough doing so under normal circumstances. Try doing so with blonde hair and a bad boy face... in Japan. After transferring to a new school, Kodaka Hasegawa was instantaneously labelled a ""delinquent"" due to his eccentric appearance. Having classmates shiver in your presence is not a good way to start the school year."
1072,Sweat Punch,Sweat Punch is a series of five Studio 4°C shorts collected as a direct-to-DVD package film entitled Deep Imagination.
10721,Mawaru Penguindrum,"Once you make a decision, does the universe conspire to make it happen? Is destiny a matter of chance, a matter of choice or the complex outcome of thousands of warring strands of fate? All twins Kanba and Shoma know is that when their terminally ill sister Himari collapses at the aquarium, her death is somehow temporarily reversed by the penguin hat that she had asked for. It's a provisional resurrection, however, and it comes at a price: to keep Himari alive they need to find the mysterious Penguin Drum. In order to do that, they must first find the links to a complex interlocking chain of riddles that has wrapped around their entire existence, and unravel the knots that tie them to mystifying diary and a baffling string of strangers and semi-acquaintances who all have their own secrets, agendas and ""survival strategies."" And in order for Himari to live, someone else's chosen destiny will have to change. It's a story of love, fate, life, death... and Penguins! "
10731,Prince of Tennis: Eikokushiki Teikyuu Shiro Kessen!,Seigaku travels to England to play a tournament representing Japan but they are attacked by a group of street tennis players who were banned from playing official tournaments because of their rough play. 
10765,Hikaru no Go Special,Alternate version of the story featured in episode 64 of Hikaru no Go.
1078,Cardcaptor Sakura: Leave It to Kero-chan,"Following the events of Cardcaptor Sakura Movie 2: The Sealed Card, Kero and Spinel share a plate of takoyaki (octopus balls). They get into a fight over who gets the last piece, and in the process send it flying out the window. They both chase the takoyaki, and each other, in a mighty effort to be the ""takoyaki captor""."
10790,Kore wa Zombie Desu ka? of the Dead,"Aikawa Ayumu was revived as a zombie by the cute necromancer Eucliwood Hellscythe. After the zany, madcap adventures in the first season of Is This a Zombie? ended, Ayumu thought his life might finally get back to normal, or as normal as it can be for a zombie. However, destiny has other plans for him. Some guys just can't catch a break. "
10793,Guilty Crown,"Japan, 2039. Ten years after the outbreak of the ""Apocalypse Virus,"" an event solemnly regarded as ""Lost Christmas,"" the once proud nation has fallen under the rule of the GHQ, an independent military force dedicated to restoring order. Funeral Parlor, a guerilla group led by the infamous Gai Tsutsugami, act as freedom fighters, offering the only resistance to GHQ's cruel despotism."
10798,UN-GO,"He pursues his job as the ""Last Great Detective"". Others call him the ""Defeated Detective"". What's certain is that he's Shinjurou Yuuki, a young man with a passion for mysteries and a talent for solving them that has made him the target of dark forces now stirring within the sinister underworld of a near future Tokyo. That could prove lethal, given that not even the other ""good guys"", including the police, are exactly on Shinjouro's side. Fortunately Yuuki's not completely on his own, and with the aid of his uniquely talented associate Inga, he's ready to cut a swath through the veils of secrecy that have been laid before him. Get ready for mind against matter and a lot of cloak and dagger as the ultimate battle of clue and deduction begins in UN-GO! "
108,Ou Dorobou Jing in Seventh Heaven,"Jing, the infamous King of Bandits, finds himself and his feathered partner Kir behind bars in Seventh Heaven, the most notorious prison complex in the world. There, they seek to steal the Dream Orb from the convict Campari. But before doing so, they must escape from the prison of dreams that Campari has conjured for them. "
10800,Chihayafuru,"Chihaya Ayase, a strong-willed and tomboyish girl, grows up under the shadow of her older sister. With no dreams of her own, she is contented with her share in life till she meets Arata Wataya. The quiet transfer student in her elementary class introduces her to competitive karuta, a physically and mentally demanding card game inspired by the classic Japanese anthology of Hundred Poets. Captivated by Arata's passion for the game and inspired by the possibility of becoming the best in Japan, Chihaya quickly falls in love with the world of karuta. Along with the prodigy Arata and her haughty but hard-working friend Taichi Mashima, she joins the local Shiranami Society. The trio spends their idyllic childhood days playing together, until circumstances split them up."
10804,Ikoku Meiro no Croisée Special,"According to the official website, episode 4.5 of of Ikoku Meiro no Croisée will be included in the third volume of the Blu-ray & DVD. The episode streamed for a limited time on ShowTime, the official online streaming site for Ikoku Meiro no Croisée."
10805,Kami nomi zo Shiru Sekai: 4-nin to Idol,"Eli, Chihiro, and Miyako try to form a band but end up looking to Katsuragi for help. In the process they meet Kanon and become friends/ rivals."
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"On an archaelogical mission to the end of the known universe, Professor Daiba unwitting unleashes an ancient horror from its confines. Five years later the malevolent alien force sets in motion a plan which reunites the various crewmembers of the Arcadia to sail the stars once more as well as bring Tadashi Daiba to meet Harlock for the first time (again). "
10825,Ranma ½: Battle ga Ippai 29-nin no Korinai Yatsura,"This special, known in Japan as ""Batoru Kaiibai 29 Hitou Korinai Yatsura,"" was available through the Kitty Animation Circle making it a difficult item to come by. It contained clips from twenty-nine of Ranma's most memorable opponents from the television series. "
10834,Baka to Test to Shoukanjuu: Spinout! Sore ga Bokura no Nichijou,Spin-off of Baka to Test to Shoukanjuu that has been serialized on Famitsu Comic Clear website since 2010.
10862,Prince of Tennis: Pairpuri,This is a series of 8 short stories inspired by the popular series Prince of Tennis featuring different schools' characters.
10863,Steins;Gate: Oukoubakko no Poriomania,Special episode included in the last of the nine Blu-ray/DVD volumes. 
1087,Kimagure Orange☆Road,"Fifteen-year-old Kyosuke Kasuga moves to a new city and becomes enamored by one Madoka Ayukawa, whom often treats him coldly even though she seemed friendly the first time they met, when he caught her red straw hat on the stairs. Kyosuke also must try to avoid breaking the heart of the slightly childish Hikaru Hiyama, who fell in love with him after she saw him make an impossible shot with a basketball and who likes to shower him with affection. Also, just to make things interesting, Kyosuke, his sisters, his grandfather, and his cousins all have various powers (teleportation, psychokinesis, hypnosis, time travel, personality transference) which Kyosuke desperately tries to keep a secret, though some of the other family members have no such qualms against using their powers in public."
